,Statement,Emotion
8181,Man that was great! Huh? Can you believe how long we threw that ball around?,joy
8182,"Yeah well that’s because uh…I stayed in my room. Yeah, you don’t want to look in my hamper.",neutral
8183, Tomorrow is Christmas and I haven ’ t bought my mom anything ! I ’ m such a bad son ! ,fear
8184,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",anger
8185,Hey.,neutral
8186, I can still remember our first date . ,joy
8187," Well , I hate the noise in the city , but I love being around lost of people . The problem is that you can ’ t have lots of people and have peace and quiet . The two just don ’ t go together . ",disgust
8188, She is so beautiful and elegant . And she is famous for her fine acting . ,joy
8189, It's nice of you to see my off at the airport . Thank you very much . ,joy
8190, Have you tried these little ditties ? They are really good . ,joy
8191,Just ignore them.,neutral
8192," Have a nice day , Ma ’ am . ",joy
8193,"Hey! You guys, I’m writing a holiday song for everyone. Do you want to hear it?",joy
8194,"Yeah! Hi Emma. Hey, why do you think she won’t take my  breast?",neutral
8195,This is my wedding.,neutral
8196," Yeah , I think it will be wonderful . ",joy
8197, You're a really good cook . ,joy
8198,I already fed her.,neutral
8199, Because you are the most handsome boy at the university and I love you so much ! I guess I just go crazy sometimes . That's all . ,joy
8200,Harder than it sounds. Isn't it?,neutral
8201,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",sadness
8202,"Oh right, yeah okay, my Mom could, and I can’t. We don’t have that....",neutral
8203, Really ? Say it ! ,surprise
8204,"Oh-oh, that’s a risky little game!",surprise
8205, Really ? Are you going to introduce us ? ,surprise
8206," Happy New Year , Steven . ",joy
8207, really ? ,surprise
8208, So they create viruses to tell people they are smart ? That's really sick . ,disgust
8209," Well Allen is a great student . He is a hard worker and very well behaved , however he does struggle a bit with math . ",joy
8210,They rushed into this thing so fast it’s ridiculous!,disgust
8211, Good idea . Let's go . Where should we go ? ,joy
8212,My chair heals itself.,neutral
8213,"I got it from her when she moved to Florida, otherwise I could never afford a place like this.",neutral
8214," Oh , that will be great . Thank you so much . Please help me to double-check the name list . I have to make sure they are all correct . ",joy
8215,What’s the matter?,neutral
8216,"Well, we believe it originated here.  In the Aroma Room.",neutral
8217," Oh , that would be very useful . ",joy
8218, I ’ m glad this car is an automatic . I don't like having to change gears . ,joy
8219," Oh , yes ! ",joy
8220,Who? Who is it?,surprise
8221,Cause I figured you'd hooked up with some girl and she'd left it there.,neutral
8222," Thank you , they are beautiful . ",joy
8223, All right . I ’ ll see you on Friday . ,joy
8224," I'm keen on talking short trips to nearby scenic spots . More often than not , I go with some of my friends . By the way , what are your favorites ? ",joy
8225," Well , sir , I think I have made a mistake . I will take it back to the kitchen right now . ",sadness
8226, I guess I asked the wrong person . ,joy
8227, Don ’ t dress like that . You ’ ll make fool yourself . You look stupid in that robe . ,disgust
8228,What?!,surprise
8229,Okay.,neutral
8230,Oh my God!,disgust
8231,The doctor says it's a matter of hours.,sadness
8232,"I know, I lied! I didn’t want her to think I was a terrible mother! I can’t even see my own baby!",sadness
8233,Here you go.,neutral
8234,You’re paying for that.,neutral
8235,"Hey-hey, check it out! Check it out! Ugly Naked Guy has a naked friend!",surprise
8236,You fell asleep?,surprise
8237,"Yes, hi.",neutral
8238,"Look, I’m just gonna be across the hall, we can still do all the same stuff.",neutral
8239," Oh , really ? are there any snakes ? ",surprise
8240, Sure . What is it ? ,joy
8241,"Did Bean send these dirty jokes to you , too ? Look ! ",anger
8242,Haven’t you and I covered that topic?,neutral
8243," Oh , you dance it so well . ",joy
8244," Well , good-bye and have a good trip ! ",joy
8245,You ’ re all set now ? ,joy
8246," Oh , that ’ s interesting , and but what kind of things ? ",joy
8247,"Joey, did",neutral
8248,"Oh yeah, I should probably call them.",neutral
8249,"Yeah, sure, that’d be great.",neutral
8250,Tho?,neutral
8251, I don't care . I have a headache . ,anger
8252," All the sightseeing in china is very attractive and crescive.travelling to China is very worth one.thank you so much for your guides , and I'll miss you . ",joy
8253,"Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.",joy
8254, That sounds fine . ,joy
8255, The weather is gorgeous here . ,joy
8256,Know your audience!,joy
8257, You're quite welcome . ,joy
8258,So I was wondering....,neutral
8259, Thank you . Same to you . ,joy
8260,"Well, if you want, you can work here.",neutral
8261,"Good! ‘Cause I’ve got a product report to read, it’s like eight pages, I hope I don’t fall asleep.",neutral
8262,Have you bought another handset ,surprise
8263, It ’ s a beautiful day to see two world class teams face each other and fight for their right to be called champions . ,joy
8264,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,neutral
8265,Oh!,surprise
8266,I am not!,anger
8267,All right fine! This looks like so much fun.,neutral
8268," So did I . At first , I thought it was going to be boring , but then it turned to be good . ",joy
8269,Ameri-can.,neutral
8270, I'm glad you appreciate our folk music . But a live performance is much more interesting . ,joy
8271,You’re not the fan who’s dying are you?,neutral
8272," Thanks for inviting me . Here is the gift for you . Happy birthday , Francis ! Many more happy and healthy years for you ! ",joy
8273, Really ? ,surprise
8274,Hardest thing I’ve ever done in my life.,neutral
8275," Oh , yes , I like that one , but it's too heavy . ",joy
8276,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,anger
8277," Good . By the way , who's going to cook the meat ? ",joy
8278," You can find anything ! Are you sure you want to start shopping online though ? Once you step into this world , there is no turning back ! ",joy
8279,Yeah!,anger
8280, No . I ’ Ve not had the pleasure of meeting her yet . ,joy
8281, What ? But it is my favorite piece of clothing . ,surprise
8282,Like a,neutral
8283,I don’t care.,neutral
8284, Bye . ,joy
8285,"Oh, this is so cute.",joy
8286," Yeah , I love that , no class , no homework , and no exams . ",joy
8287,Oh this is great! I might actually get to play Ben's dad!,joy
8288, You are welcome . ,joy
8289,Here you go.,neutral
8290, Really ? ,surprise
8291,God. I forgot how much I love driving. I have,joy
8292, Harris and Anne are perfect for each other . ,joy
8293, Really ? You ’ Ve helped me a lot . Thank you . ,joy
8294, I am so happy . I want to drink a cup of champagne . ,joy
8295, But I'm going on a business trip in two days ! ,surprise
8296, I like it . It's a beautiful country . ,joy
8297, Good luck ! ,joy
8298," He's lazy . I tried being a good host , but if you give him an inch , he'll take a mile . ",disgust
8299, I'm glad I asked you . So this is aisle 6 where I can find all the canned fruits and vegetables . ,joy
8300, Got it . Thanks for calling . Bye . ,joy
8301,When are you coming home?,neutral
8302," I am very happy to hear that , Karen.It ' s good to know I'm working in such a company . ",joy
8303, Merry Christmas . Steven ! ,joy
8304,We're so stupid! Do you know what's going on in there? They're trying to take Joey!,sadness
8305,Aw come on Phoebe would you just think about it?,sadness
8306,"Okay, I can’t just be a way to kill time ‘til you meet someone better!",anger
8307, Really ? ,joy
8308, Hobbies are great . I'm going to make a list of all the things I like to do . ,joy
8309, It seems you two are a good match . What qualities do you look for in a friend ? ,joy
8310, That sounds like a great idea ! ,joy
8311,How do you like the pizza here ? ,joy
8312,"Yeah, I got that.",neutral
8313, I use those sites . Hey ! Let's go check out a flea market later . ,fear
8314, I like the color . ,joy
8315," It was fun for me , too . It gave me a chance to get away from my routine . ",joy
8316,Okay.,neutral
8317,Eww!,disgust
8318, Leave me alone ! ,anger
8319,Hey!,joy
8320,What?!,surprise
8321,...I d'know.,neutral
8322," Oh , right . So , I can ’ t quite follow what ’ s going on ... who ’ s winning ? ",joy
8323,You’re a mean old woman.,anger
8324,Yeah that's right you are so busted.  Book 'em.,anger
8325," Thank you for your love and care over the years , I appreciate it , mom . ",joy
8326,"Oh no-no-no, it’s only one night a week, and plus I get to take all of you out for a",neutral
8327,Whoa—hey—wh-wh-what do you got there? What is that? Pie?,surprise
8328, OK . Here goes . ,joy
8329, Then does it go well with my sweater ? ,joy
8330," Oh , yes . We all sat on the grass , and Margaret played the guitar and sang Greek songs . ",joy
8331, Not at all . ,joy
8332," My colleagues quickly get promotions , while I always get sidelined . I don't know what to do anymore . ",sadness
8333, Oh ! That sounds great ! How about six o'clock ? ,joy
8334,And you know what the funny thing is?,neutral
8335,"Okay, I know what I have to do. I’ve got to go Red Ross.  Y’know, Red Ross!",anger
8336,"Mr . Wilson , here's a present for you . ",joy
8337,"We are good, interesting, funny people with",anger
8338, Really ? I'm so glad to hear that.But I don't know how to get access to the Internet.Could you show me ? ,surprise
8339, Really ? Why is that ? ,surprise
8340,"Good-bye Monica , I wish you a lifetime of happiness with him.",sadness
8341, Sure . It's probably a skiing show . Adam told me there are many skiing clubs whose members put on shows to attract more visitors . ,joy
8342, I can do that . Do you have anyone that you would like to bring with you to the party ? ,joy
8343," Can ’ t be better ! Bob , aren ’ t you glad the semester is over ? ",joy
8344,He was fine!,joy
8345,Are you sure?,surprise
8346,Wow! I can’t believe that’s our baby.,surprise
